"plasticity";"replications";"enviroment_type";"speciation";"extinction";"diversif";"traitevolution";"timesimulation";"abundance";"occupancy";"alive_spec"
0;10;"stable_fast";0;0;0;0;1;96;1;1
0;10;"stable_fast";0;0;0;0,0117354415747288;2;87;0,412751677852349;1
0;10;"stable_fast";0;0;0;0,0028236497742238;3;84;0,39202657807309;1
0;10;"stable_fast";0;0;0;0,000115785670839287;4;88;0,376666666666667;1
0;10;"stable_fast";0;0;0;0,000370615258851822;5;91;0,369774919614148;1
0;10;"stable_fast";0;0;0;0,000872941481400472;6;88;0,380952380952381;1
0;10;"stable_fast";0;0;0;3,58819649266276e-05;7;86;0,36697247706422;1
0;10;"stable_fast";0;0;0;0,000285966928374661;8;87;0,335329341317365;1
0;10;"stable_fast";0;0;0;0,000323259380309266;9;93;0,439775910364146;1
0;10;"stable_fast";0;0;0;0,000946672215605319;10;94;0,455040871934605;1
0;10;"stable_fast";2;0;2;0,0469020215464591;11;30,6666666666667;0,432717678100264;3
0;10;"stable_fast";0;0;0;0,000334085249453914;12;31;0,384223918575064;3
0;10;"stable_fast";0;0;0;0,00031457189560644;13;30,3333333333333;0,414322250639386;3
0;10;"stable_fast";0;0;0;0,00021138561232593;14;31;0,383033419023136;3
0;10;"stable_fast";0;0;0;0,000174857263669004;15;29;0,412371134020619;3
0;10;"stable_fast";0;0;0;0,000270444932249693;16;29;0,403100775193798;3
0;10;"stable_fast";0;0;0;0,000343105512227774;17;27,6666666666667;0,388746803069054;3
0;10;"stable_fast";0;0;0;0,000736586882252223;18;27,6666666666667;0,390180878552972;3
0;10;"stable_fast";0;0;0;0,000573761350936811;19;26;0,38974358974359;3
0;10;"stable_fast";0;0;0;0,000201795233804946;20;25;0,366925064599483;3
0;10;"stable_fast";0;0;0;0,000261127282365196;21;24;0,336760925449871;3
0;10;"stable_fast";0;0;0;0,000297929122091527;22;22,6666666666667;0,347258485639687;3
0;10;"stable_fast";0;0;0;0,000591375014139344;23;21;0,341207349081365;3
0;10;"stable_fast";0;0;0;0,000282014404270025;24;19;0,346456692913386;3
0;10;"stable_fast";0;0;0;0,000487177154973959;25;20,3333333333333;0,314666666666667;3
0;10;"stable_fast";0;0;0;0,000840754449955807;26;18;0,340482573726542;3
0;10;"stable_fast";0;0;0;0,000340663944464699;27;20;0,328877005347594;3
0;10;"stable_fast";0;0;0;0,000803998356571159;28;16,3333333333333;0,321525885558583;3
0;10;"stable_fast";0;0,333333333333333;-0,333333333333333;0,000201982878602109;29;26;0,301104972375691;2
0;10;"stable_fast";0;0;0;0,000255549533514588;30;23,5;0,334269662921348;2
0;10;"stable_fast";0;0;0;0,000339090419392216;31;22,5;0,299435028248588;2
0;10;"stable_fast";0;0;0;0,000196810183476868;32;20;0,288135593220339;2
0;10;"stable_fast";0;0;0;0,000976626361424596;33;11;0,230061349693252;2
0;10;"stable_fast";0;0;0;0,0013647188739421;34;12,5;0,223926380368098;2
0;10;"stable_fast";0;0;0;0,000141797119858392;35;11,5;0,251533742331288;2
0;10;"stable_fast";0;0;0;0,00053742437552469;36;11,5;0,260061919504644;2
0;10;"stable_fast";0;0;0;0,000324700281606844;37;11,5;0,248447204968944;2
0;10;"stable_fast";0;0;0;0,000569272880986019;38;8;0,227129337539432;2
0;10;"stable_fast";0;0;0;0,00030530540407013;39;9,5;0,221183800623053;2
0;10;"stable_fast";0;0;0;0,000355580171254941;40;7,5;0,228125;2
0;10;"stable_fast";0;0;0;0,000627074515686781;41;5,5;0,215873015873016;2
0;10;"stable_fast";0;0;0;0,000325187024648629;42;4,5;0,179245283018868;2
0;10;"stable_fast";0;0;0;0,00129290782192828;43;3,5;0,152905198776758;2
0;10;"stable_fast";0;0;0;0,000546290794724457;44;1,5;0,0975609756097561;2
0;10;"stable_fast";0;0;0;0,00151853895300124;45;2;0,0869565217391304;2
0;10;"stable_fast";0;0;0;0,00128510263115063;46;1,5;0,0716510903426791;2
0;10;"stable_fast";0;0,5;-0,5;0,00207649169219711;47;2;0,054140127388535;1
0;10;"stable_fast";0;0;0;0,000567617248679512;48;1;0,0354838709677419;1
0;10;"stable_fast";0;0;0;0,00100323129801477;49;1;0,0264900662251656;1
0;10;"stable_fast";0;0;0;0,00122068634616693;50;0;0,0466666666666667;1
0;10;"stable_fast";0;1;-1;NA;51;NA;0;0
0,05;10;"stable_fast";0;0;0;0;1;122;1;1
0,05;10;"stable_fast";0;0;0;0,0121657027350353;2;112;0,479865771812081;1
0,05;10;"stable_fast";0;0;0;0,00181910742006419;3;111;0,465116279069767;1
0,05;10;"stable_fast";0;0;0;0,000619713196922514;4;112;0,47;1
0,05;10;"stable_fast";0;0;0;0,00117461962704315;5;113;0,472668810289389;1
0,05;10;"stable_fast";0;0;0;0,00156951919324818;6;111;0,453968253968254;1
0,05;10;"stable_fast";0;0;0;0,00142121157036032;7;111;0,412844036697248;1
0,05;10;"stable_fast";0;0;0;0,00228678080579732;8;114;0,44311377245509;1
0,05;10;"stable_fast";0;0;0;0,00311854422124623;9;119;0,408963585434174;1
0,05;10;"stable_fast";0;0;0;0,000920006928997297;10;123;0,425068119891008;1
0,05;10;"stable_fast";3;0;3;0,115652238459675;11;31,75;0,493403693931398;4
0,05;10;"stable_fast";0;0;0;0,000881223465988417;12;31,5;0,483460559796438;4
0,05;10;"stable_fast";0;0;0;0,000807534103022062;13;32,25;0,485933503836317;4
0,05;10;"stable_fast";0;0,25;-0,25;0,000356605950169193;14;42,6666666666667;0,488431876606684;3
0,05;10;"stable_fast";0;0;0;0,000313041450084614;15;41,6666666666667;0,489690721649485;3
0,05;10;"stable_fast";0;0;0;0,000154767576522065;16;42,6666666666667;0,472868217054264;3
0,05;10;"stable_fast";0;0;0;0,00025896166551212;17;40,6666666666667;0,51150895140665;3
0,05;10;"stable_fast";0;0;0;0,000243254643475375;18;40;0,475452196382429;3
0,05;10;"stable_fast";0;0;0;0,000388657194153083;19;38,3333333333333;0,487179487179487;3
0,05;10;"stable_fast";0;0;0;0,00030078634513994;20;37,3333333333333;0,449612403100775;3
0,05;10;"stable_fast";0;0;0;0,000189693836888119;21;36,3333333333333;0,442159383033419;3
0,05;10;"stable_fast";0;0;0;0,000345998476895246;22;35;0,485639686684073;3
0,05;10;"stable_fast";0;0;0;0,000484210858767742;23;34;0,448818897637795;3
0,05;10;"stable_fast";0;0;0;0,000432186508325439;24;34,3333333333333;0,435695538057743;3
0,05;10;"stable_fast";0;0;0;0,000189479268624478;25;31,6666666666667;0,464;3
0,05;10;"stable_fast";0;0;0;0,000866505824954027;26;31,3333333333333;0,453083109919571;3
0,05;10;"stable_fast";0;0;0;0,000176820360693907;27;32;0,433155080213904;3
0,05;10;"stable_fast";0;0;0;0,000183848598077676;28;28,3333333333333;0,449591280653951;3
0,05;10;"stable_fast";0;0;0;0,000870672327471451;29;26,6666666666667;0,441988950276243;3
0,05;10;"stable_fast";0;0;0;0,000626444669289388;30;24,3333333333333;0,398876404494382;3
0,05;10;"stable_fast";0;0;0;0,000302551022598091;31;27,6666666666667;0,398305084745763;3
0,05;10;"stable_fast";0;0;0;0,000601151278405611;32;25,6666666666667;0,409604519774011;3
0,05;10;"stable_fast";0;0;0;0,000503954431194137;33;18;0,328220858895706;3
0,05;10;"stable_fast";0;0;0;0,000304484664683118;34;17,6666666666667;0,331288343558282;3
0,05;10;"stable_fast";0;0;0;0,000670707878292527;35;19;0,346625766871166;3
0,05;10;"stable_fast";0;0;0;0,000539665500401328;36;16;0,352941176470588;3
