"plasticity";"replications";"enviroment_type";"speciation";"extinction";"diversif";"traitevolution";"timesimulation";"abundance";"occupancy"
0;1;"stable_low";0;0;0;0;1;302;1
0;1;"stable_low";0;0;0;0,00129892116485064;2;294;0,986577181208054
0;1;"stable_low";0;0;0;6,43987804868426e-07;3;295;0,980066445182724
0;1;"stable_low";0;0;0;0,000454435984837579;4;293;0,976666666666667
0;1;"stable_low";0;0;0;0,000201895871321344;5;299;0,961414790996785
0;1;"stable_low";0;0;0;2,2046638545819e-05;6;304;0,965079365079365
0;1;"stable_low";0;0;0;0,00144036355159867;7;310;0,948012232415902
0;1;"stable_low";0;0;0;0,000240171567203535;8;317;0,949101796407186
0;1;"stable_low";0;0;0;0,000159505458078351;9;334;0,935574229691877
0;1;"stable_low";0;0;0;8,69505815774916e-05;10;347;0,94550408719346
0;1;"stable_low";9;0;9;0,0881051589451131;11;36,6;0,963060686015831
0;1;"stable_low";0;0;0;0,000286210736731524;12;39,1;0,974554707379135
0;1;"stable_low";0;0;0;0,000478306174703912;13;41,6;0,989769820971867
0;1;"stable_low";0;0;0;0,000432520939070541;14;43,6;0,984575835475578
0;1;"stable_low";0;0;0;0,000321225619685164;15;48,1;0,997422680412371
0;1;"stable_low";0;0;0;0,000253838524629869;16;53;0,997416020671835
0;1;"stable_low";0;0;0;0,000323375453635869;17;59,7;1
0;1;"stable_low";0;0;0;0,000362784464234878;18;67,9;0,994832041343669
0;1;"stable_low";0;0;0;0,000228601462864159;19;78,8;0,984615384615385
0;1;"stable_low";0;0;0;0,000257047937603137;20;92,7;1
0;1;"stable_low";0;0;0;0,000192596555685473;21;105;0,994858611825193
0;1;"stable_low";0,1;0;0,1;0,000246783174172911;22;102,454545454545;1
0;1;"stable_low";0;0;0;0,000315816719151048;23;110,636363636364;0,994750656167979
0;1;"stable_low";0,0909090909090909;0;0,0909090909090909;0,000211026424627175;24;106,833333333333;0,986876640419947
0;1;"stable_low";0,0833333333333333;0;0,0833333333333333;0,000366858134019249;25;103,307692307692;1
0;1;"stable_low";0;0;0;0,000296187405629104;26;107,076923076923;0,997319034852547
0;1;"stable_low";0,230769230769231;0;0,230769230769231;0,000342787929322709;27;88,1875;0,991978609625668
0;1;"stable_low";0;0;0;0,000384911013730228;28;88,375;0,997275204359673
0;1;"stable_low";0;0;0;0,000223089940694268;29;87,375;0,997237569060773
0;1;"stable_low";0;0;0;0,000466084624413124;30;86,5;0,997191011235955
0;1;"stable_low";0;0;0;0,000270846140049018;31;88,0625;0,997175141242938
0;1;"stable_low";0;0;0;0,000318697795096674;32;91,3125;0,997175141242938
0;1;"stable_low";0;0,1875;-0,1875;0,000500641108413398;33;77,0769230769231;0,800613496932515
0;1;"stable_low";0;0;0;0,00015267763415437;34;84,2307692307692;0,889570552147239
0;1;"stable_low";0;0;0;0,000167942043517873;35;91,5384615384615;0,947852760736196
0;1;"stable_low";0;0;0;0,000227135850151466;36;99;0,972136222910217
0;1;"stable_low";0;0;0;0,000245363600720002;37;106,384615384615;0,968944099378882
0;1;"stable_low";0;0;0;0,000155476444788481;38;115,461538461538;0,971608832807571
0;1;"stable_low";0;0;0;0,000227681075925117;39;122,769230769231;0,968847352024922
0;1;"stable_low";0;0;0;0,000214371689376854;40;128,692307692308;0,965625
0;1;"stable_low";0;0;0;0,000185879514290175;41;130,153846153846;0,965079365079365
0;1;"stable_low";0;0;0;0,000120733825645359;42;133,769230769231;0,962264150943396
0;1;"stable_low";1,07692307692308;0;1,07692307692308;0,000998005857456553;43;66,4074074074074;0,966360856269113
0;1;"stable_low";0;0;0;0,000335497953127255;44;67,1851851851852;0,963414634146341
0;1;"stable_low";0,0740740740740741;0;0,0740740740740741;0,000489046921538218;45;61,5172413793103;0,962732919254658
0;1;"stable_low";0;0;0;0,000431897032946342;46;61,1724137931034;0,965732087227414
0;1;"stable_low";0;0;0;0,000333309741582722;47;60,551724137931;0,961783439490446
0;1;"stable_low";0;0;0;0,000420562577955657;48;60,1379310344828;0,964516129032258
0;1;"stable_low";0;0;0;0,000383044810390518;49;59,1379310344828;0,960264900662252
0;1;"stable_low";0,0344827586206897;0;0,0344827586206897;0,000461067144527144;50;56,6;0,96
0;1;"stable_low";0;0,0333333333333333;-0,0333333333333333;0,000751988592363131;51;57,2758620689655;0,958904109589041
0;1;"stable_low";0;0;0;0,000382661465146368;52;59,0689655172414;0,950331125827815
0;1;"stable_low";0;0;0;0,000406262673478742;53;58,6896551724138;0,942953020134228
0;1;"stable_low";0,0344827586206897;0;0,0344827586206897;0,000367200997349558;54;57,6;0,940199335548173
0;1;"stable_low";0;0;0;0,000336333540539529;55;57,9666666666667;0,943333333333333
