"plasticity";"replications";"enviroment_type";"speciation";"extinction";"diversif";"traitevolution";"timesimulation";"abundance";"occupancy";"alive_spec"
0;4;"stable_fast";0;0;0;0;1;96;1;1
0;4;"stable_fast";0;0;0;0,0136036291342294;2;90;0,385906040268456;1
0;4;"stable_fast";0;0;0;0,00292637791365581;3;85;0,388704318936877;1
0;4;"stable_fast";0;0;0;0,00416807048684991;4;84;0,39;1
0;4;"stable_fast";0;0;0;0,000204153350915842;5;88;0,372990353697749;1
0;4;"stable_fast";0;0;0;8,40447305456892e-06;6;86;0,361904761904762;1
0;4;"stable_fast";0;0;0;0,000163276924852853;7;87;0,351681957186544;1
0;4;"stable_fast";0;0;0;0,000111069704789274;8;92;0,368263473053892;1
0;4;"stable_fast";0;0;0;3,75901043159643e-05;9;93;0,34733893557423;1
0;4;"stable_fast";0;0;0;0,000550374238568856;10;94;0,446866485013624;1
0;4;"stable_fast";2;0;2;0,00519358294317662;11;30,6666666666667;0,406332453825858;3
0;4;"stable_fast";0;0;0;9,90062239193044e-05;12;30,6666666666667;0,419847328244275;3
0;4;"stable_fast";0;0;0;0,000551088507380398;13;31,3333333333333;0,396419437340153;3
0;4;"stable_fast";0;0;0;0,000373201213416581;14;32,6666666666667;0,406169665809769;3
0;4;"stable_fast";0;0;0;0,000334076088097619;15;30,3333333333333;0,425257731958763;3
0;4;"stable_fast";0;0;0;0,000195890670228496;16;28;0,410852713178295;3
0;4;"stable_fast";0;0;0;0,000448538450185392;17;27,6666666666667;0,378516624040921;3
0;4;"stable_fast";0;0;0;0,000427316942573232;18;27;0,387596899224806;3
0;4;"stable_fast";0;0;0;0,00018151158425837;19;25,6666666666667;0,382051282051282;3
0;4;"stable_fast";0;0;0;0,00018313617041182;20;26;0,361757105943152;3
0;4;"stable_fast";0;0;0;0,00015446605523144;21;25,3333333333333;0,354755784061697;3
0;4;"stable_fast";0;0;0;0,000439773936598987;22;20,6666666666667;0,347258485639687;3
0;4;"stable_fast";0;0;0;0,000506406546062947;23;21;0,325459317585302;3
0;4;"stable_fast";0;0;0;0,000571962884461775;24;20,3333333333333;0,354330708661417;3
0;4;"stable_fast";0;0;0;0,00074238012821236;25;20,3333333333333;0,338666666666667;3
0;4;"stable_fast";0;0;0;0,000324368178959309;26;18,3333333333333;0,343163538873995;3
0;4;"stable_fast";0;0;0;0,000825625497776255;27;18,3333333333333;0,347593582887701;3
0;4;"stable_fast";0;0;0;0,000790029121849982;28;18,3333333333333;0,337874659400545;3
0;4;"stable_fast";0;0;0;0,00116404370719687;29;16,3333333333333;0,320441988950276;3
0;4;"stable_fast";0;0,333333333333333;-0,333333333333333;0,000243733948270542;30;25;0,286516853932584;2
0;4;"stable_fast";0;0;0;7,53884059560264e-05;31;23;0,333333333333333;2
0;4;"stable_fast";0;0;0;0,000280831531404104;32;17,5;0,288135593220339;2
0;4;"stable_fast";0;0;0;0,000130573142814333;33;14,5;0,248466257668712;2
0;4;"stable_fast";0;0;0;0,000287951486383106;34;14,5;0,269938650306748;2
0;4;"stable_fast";0;0;0;0,000217233954567796;35;14;0,260736196319018;2
0;4;"stable_fast";0;0;0;0,000533860468253456;36;12,5;0,256965944272446;2
0;4;"stable_fast";0;0;0;0,000860135619348289;37;10,5;0,263975155279503;2
0;4;"stable_fast";0;0;0;0,00022122157836903;38;8;0,246056782334385;2
0;4;"stable_fast";0;0;0;0,000716216923572525;39;11;0,202492211838006;2
0;4;"stable_fast";0;0;0;2,44561972694966e-05;40;8;0,253125;2
0;4;"stable_fast";0;0;0;0,000578808121174785;41;7,5;0,247619047619048;2
0;4;"stable_fast";0;0;0;0,00116370274512631;42;4;0,20440251572327;2
0;4;"stable_fast";0;0;0;0,000734621136619626;43;7;0,137614678899083;2
0;4;"stable_fast";0;0;0;0,000210331239077209;44;4,5;0,201219512195122;2
0;4;"stable_fast";0;0;0;0,00127726115283945;45;3,5;0,130434782608696;2
0;4;"stable_fast";0;0;0;0,000815970351399966;46;1;0,0872274143302181;2
0;4;"stable_fast";0;0,5;-0,5;0,000737666629907537;47;2;0,0509554140127389;1
0;4;"stable_fast";0;0;0;0,00179309042592099;48;3;0,032258064516129;1
0;4;"stable_fast";0;0;0;0,0012036967203457;49;2;0,0496688741721854;1
0;4;"stable_fast";0;0;0;0,00237800426079243;50;1;0,0333333333333333;1
0;4;"stable_fast";0;0;0;0,00289059259043481;51;0;0,0308219178082192;1
0;4;"stable_fast";0;1;-1;NA;52;NA;0;0
0,05;4;"stable_fast";0;0;0;0;1;121;1;1
0,05;4;"stable_fast";0;0;0;0,0105579474443704;2;113;0,479865771812081;1
0,05;4;"stable_fast";0;0;0;0,000440755326596704;3;111;0,445182724252492;1
0,05;4;"stable_fast";0;0;0;0,000488149395932947;4;111;0,463333333333333;1
0,05;4;"stable_fast";0;0;0;0,00300339584934832;5;117;0,47588424437299;1
0,05;4;"stable_fast";0;0;0;0,00214086641294996;6;112;0,473015873015873;1
0,05;4;"stable_fast";0;0;0;0,00012004440581701;7;110;0,431192660550459;1
