"plasticity";"replications";"enviroment_type";"speciation";"extinction";"diversif";"traitevolution";"timesimulation";"abundance";"occupancy";"alive_spec"
0;2;"stable_fast";0;0;0;0;1;96;1;1
0;2;"stable_fast";0;0;0;0,015235344176573;2;90;0,395973154362416;1
0;2;"stable_fast";0;0;0;0,000191088082474938;3;90;0,385382059800664;1
0;2;"stable_fast";0;0;0;0,000350294369356799;4;85;0,37;1
0;2;"stable_fast";0;0;0;0,00112092028332249;5;84;0,353697749196141;1
0;2;"stable_fast";0;0;0;0,0010248383253095;6;86;0,352380952380952;1
0;2;"stable_fast";0;0;0;0,000503786514160694;7;90;0,35474006116208;1
0;2;"stable_fast";0;0;0;7,31775083874679e-05;8;86;0,347305389221557;1
0;2;"stable_fast";0;0;0;0,000297628313172885;9;93;0,431372549019608;1
0;2;"stable_fast";0;0;0;0,000376919186352536;10;98;0,44141689373297;1
0;2;"stable_fast";2;0;2;0,0431791020060164;11;31,6666666666667;0,411609498680739;3
0;2;"stable_fast";0;0;0;5,46242264259007e-05;12;30,3333333333333;0,419847328244275;3
0;2;"stable_fast";0;0;0;0,000316375267835594;13;30,6666666666667;0,427109974424552;3
0;2;"stable_fast";0;0;0;0,000137258151616566;14;29,3333333333333;0,419023136246787;3
0;2;"stable_fast";0;0;0;0,000590378873370223;15;28,6666666666667;0,38659793814433;3
0;2;"stable_fast";0;0;0;0,000241141362491997;16;27,3333333333333;0,377260981912145;3
0;2;"stable_fast";0;0;0;0,000851529857247052;17;28;0,360613810741688;3
0;2;"stable_fast";0;0;0;0,000174352537705708;18;27;0,387596899224806;3
0;2;"stable_fast";0;0;0;0,000134540168886499;19;27;0,374358974358974;3
0;2;"stable_fast";0;0;0;0,000418284661067918;20;24,3333333333333;0,385012919896641;3
0;2;"stable_fast";0;0;0;0,000490025724129905;21;24,6666666666667;0,354755784061697;3
0;2;"stable_fast";0;0;0;0,000341761995033544;22;24;0,35509138381201;3
0;2;"stable_fast";0;0;0;0,00108676515657755;23;19;0,359580052493438;3
0;2;"stable_fast";0;0;0;0,000400024037123796;24;20,3333333333333;0,322834645669291;3
0;2;"stable_fast";0;0;0;0,000577249760027528;25;21;0,330666666666667;3
0;2;"stable_fast";0;0;0;0,000379738850216645;26;19;0,343163538873995;3
0;2;"stable_fast";0;0,333333333333333;-0,333333333333333;0,000552040899772912;27;27;0,328877005347594;2
0;2;"stable_fast";0;0;0;0,000182216167024203;28;26,5;0,286103542234332;2
0;2;"stable_fast";0;0;0;8,59373152723222e-05;29;25;0,323204419889503;2
0;2;"stable_fast";0;0;0;0,000315193439222264;30;24,5;0,314606741573034;2
0;2;"stable_fast";0;0;0;0,000174599534224136;31;24;0,299435028248588;2
0;2;"stable_fast";0;0;0;0,000380603167549275;32;19,5;0,274011299435028;2
0;2;"stable_fast";0;0;0;0,000718301457449842;33;14;0,220858895705521;2
0;2;"stable_fast";0;0;0;0,000543919636788768;34;12,5;0,245398773006135;2
0;2;"stable_fast";0;0;0;0,000144383601143262;35;12,5;0,230061349693252;2
0;2;"stable_fast";0;0;0;0,000744040233424456;36;11,5;0,241486068111455;2
0;2;"stable_fast";0;0;0;0,000589826796383607;37;10,5;0,248447204968944;2
0;2;"stable_fast";0;0;0;0,0012998331040925;38;9,5;0,214511041009464;2
0;2;"stable_fast";0;0;0;0,00011642519335043;39;10,5;0,221183800623053;2
0;2;"stable_fast";0;0;0;0,000267509310398376;40;8,5;0,25;2
0;2;"stable_fast";0;0;0;0,000592474406205097;41;4;0,212698412698413;2
0;2;"stable_fast";0;0;0;0,00107141754821618;42;3;0,125786163522013;2
0;2;"stable_fast";0;0;0;0,000404143604808118;43;2;0,073394495412844;2
0;2;"stable_fast";0;0;0;0,00142901744772248;44;2;0,0731707317073171;2
0;2;"stable_fast";0;0,5;-0,5;0,000730271056920713;45;4;0,0496894409937888;1
0;2;"stable_fast";0;0;0;0,00106822110805723;46;1;0,0498442367601246;1
0;2;"stable_fast";0;0;0;0,00200947228023233;47;2;0,0191082802547771;1
0;2;"stable_fast";0;0;0;0,000549097192263722;48;2;0,0161290322580645;1
