"plasticity";"replications";"enviroment_type";"speciation";"extinction";"diversif";"traitevolution";"timesimulation";"abundance";"occupancy"
0;9;"stable_low";0;0;0;0;1;302;1
0;9;"stable_low";0;0;0;0,000660072470154839;2;294;0,986577181208054
0;9;"stable_low";0;0;0;7,62893341565289e-05;3;296;0,983388704318937
0;9;"stable_low";0;0;0;3,97528354509611e-05;4;293;0,976666666666667
0;9;"stable_low";0;0;0;0,000231931126384602;5;298;0,958199356913183
0;9;"stable_low";0;0;0;0,000548975939372014;6;303;0,961904761904762
0;9;"stable_low";0;0;0;0,00044988440523484;7;310;0,948012232415902
0;9;"stable_low";0;0;0;8,97479247664858e-05;8;318;0,952095808383233
0;9;"stable_low";0;0;0;0,000434301140951489;9;335;0,938375350140056
0;9;"stable_low";0;0;0;0,000109044600864552;10;349;0,950953678474114
0;9;"stable_low";7;0;7;0,0875490884658888;11;46,375;0,970976253298153
0;9;"stable_low";0,125;0;0,125;0,00031012221598758;12;43,7777777777778;0,977099236641221
0;9;"stable_low";0;0;0;0,000408365371211079;13;45,4444444444444;0,982097186700767
0;9;"stable_low";0;0;0;0,000297569577383767;14;47,8888888888889;0,989717223650386
0;9;"stable_low";0;0;0;0,000314904320393113;15;51,8888888888889;0,992268041237113
0;9;"stable_low";0;0;0;0,000157293373531254;16;56,6666666666667;0,997416020671835
0;9;"stable_low";0;0;0;0,000343289041732993;17;63,2222222222222;0,989769820971867
0;9;"stable_low";0;0;0;0,000137312868844201;18;73,6666666666667;1
0;9;"stable_low";0;0;0;0,000294004425290144;19;86,1111111111111;0,997435897435897
0;9;"stable_low";0;0;0;0,000213212869491763;20;95,2222222222222;0,989664082687339
0;9;"stable_low";0;0;0;0,000317827226879989;21;104,555555555556;0,994858611825193
0;9;"stable_low";0,111111111111111;0;0,111111111111111;0,000214818821484112;22;100,3;0,997389033942559
0;9;"stable_low";0;0;0;0,000461705051954006;23;107,1;0,99737532808399
0;9;"stable_low";0,1;0;0,1;0,000270036646249092;24;101,363636363636;0,984251968503937
0;9;"stable_low";0;0;0;0,000282508745524727;25;104,454545454545;0,994666666666667
0;9;"stable_low";0;0;0;0,000239911080763017;26;107,272727272727;0,997319034852547
0;9;"stable_low";0,272727272727273;0;0,272727272727273;0,000427065435674489;27;85,5714285714286;0,994652406417112
