"plasticity";"replications";"enviroment_type";"speciation";"extinction";"diversif";"traitevolution";"timesimulation";"abundance";"occupancy"
0;7;"stable_low";0;0;0;0;1;302;1
0;7;"stable_low";0;0;0;0,000578005847772657;2;295;0,98993288590604
0;7;"stable_low";0;0;0;4,85345718454152e-05;3;295;0,980066445182724
0;7;"stable_low";0;0;0;0,000378932125985244;4;292;0,973333333333333
0;7;"stable_low";0;0;0;0,000770639624728843;5;296;0,951768488745981
0;7;"stable_low";0;0;0;0,000317174597317007;6;302;0,958730158730159
0;7;"stable_low";0;0;0;0,000694535257336075;7;310;0,948012232415902
0;7;"stable_low";0;0;0;0,00043451547623051;8;317;0,949101796407186
0;7;"stable_low";0;0;0;6,65201556630517e-05;9;336;0,941176470588235
0;7;"stable_low";0;0;0;1,8915740334958e-05;10;349;0,950953678474114
0;7;"stable_low";7;0;7;0,0902300285615103;11;45,625;0,963060686015831
0;7;"stable_low";0;0;0;0,00038718994049264;12;47,875;0,961832061068702
0;7;"stable_low";0;0;0;0,00029571243530123;13;50;0,9846547314578
0;7;"stable_low";0;0;0;0,000341185802144562;14;51,125;0,987146529562982
0;7;"stable_low";0;0;0;0,000210112497617067;15;53;0,989690721649485
0;7;"stable_low";0;0;0;0,000219261492136989;16;56,25;0,997416020671835
0;7;"stable_low";0;0;0;0,000195910294780847;17;61,625;0,989769820971867
0;7;"stable_low";0;0;0;0,000328844169621613;18;71,5;1
0;7;"stable_low";0;0;0;0,000190915792601604;19;84,125;0,994871794871795
0;7;"stable_low";0;0;0;0,000173435456338284;20;92,5;0,997416020671835
0;7;"stable_low";0;0;0;0,000186610715854629;21;103,125;0,994858611825193
0;7;"stable_low";0,125;0;0,125;0,000313023339493261;22;96,8888888888889;0,997389033942559
0;7;"stable_low";0;0;0;0,000160206586553212;23;102,333333333333;0,99737532808399
0;7;"stable_low";0,111111111111111;0;0,111111111111111;0,000562537174500309;24;94,5;0,989501312335958
0;7;"stable_low";0;0;0;0,000487399895701427;25;96,3;0,994666666666667
0;7;"stable_low";0;0;0;0,000562077551865673;26;96,9;0,994638069705094
0;7;"stable_low";0,2;0;0,2;0,000310726248289767;27;81,3333333333333;0,991978609625668
0;7;"stable_low";0;0;0;0,000401875254267158;28;80,3333333333333;1
0;7;"stable_low";0;0;0;0,000251018876629171;29;79,3333333333333;0,997237569060773
0;7;"stable_low";0;0;0;0,000161030066533539;30;78,75;0,997191011235955
0;7;"stable_low";0;0;0;0,000368746779980404;31;80,6666666666667;1
0;7;"stable_low";0;0;0;0,000521130936838487;32;82,8333333333333;0,994350282485876
0;7;"stable_low";0;0,166666666666667;-0,166666666666667;0,000598488481612327;33;69,7;0,785276073619632
0;7;"stable_low";0;0;0;0,000184701848350907;34;77,3;0,880368098159509
0;7;"stable_low";0;0;0;0,000317912084254751;35;83,9;0,94478527607362
0;7;"stable_low";0;0;0;0,000330269983701297;36;90,3;0,972136222910217
0;7;"stable_low";0;0;0;0,000154154778563483;37;97,8;0,968944099378882
0;7;"stable_low";0;0;0;0,000138689686320446;38;106,8;0,971608832807571
0;7;"stable_low";0;0;0;0,000300530703239913;39;112,6;0,968847352024922
0;7;"stable_low";0;0;0;0,000253257153098276;40;117,4;0,965625
0;7;"stable_low";0;0;0;0,000196387240483578;41;119;0,965079365079365
0;7;"stable_low";0;0;0;0,000336011890965599;42;123,9;0,965408805031447
0;7;"stable_low";1,1;0;1,1;0,000582299798090869;43;61,3809523809524;0,966360856269113
0;7;"stable_low";0;0;0;0,000318121719991408;44;61,7619047619048;0,963414634146341
0;7;"stable_low";0;0;0;0,000325494580354572;45;60,9047619047619;0,959627329192547
0;7;"stable_low";0;0;0;0,00034417814653176;46;60,5238095238095;0,965732087227414
0;7;"stable_low";0;0;0;0,000260615701042941;47;59,6666666666667;0,961783439490446
0;7;"stable_low";0;0;0;0,000379775317188279;48;59,6190476190476;0,964516129032258
