"plasticity";"replications";"enviroment_type";"speciation";"extinction";"diversif";"traitevolution";"timesimulation";"abundance";"occupancy"
0;5;"stable_low";0;0;0;0;1;302;1
0;5;"stable_low";0;0;0;0,000524983502813583;2;293;0,983221476510067
0;5;"stable_low";0;0;0;9,85555694177279e-05;3;292;0,970099667774086
0;5;"stable_low";0;0;0;0,000534461118999648;4;290;0,966666666666667
0;5;"stable_low";0;0;0;0,000754917650167479;5;296;0,951768488745981
0;5;"stable_low";0;0;0;0,000137191254096549;6;304;0,965079365079365
0;5;"stable_low";0;0;0;0,000678687809412274;7;310;0,948012232415902
0;5;"stable_low";0;0;0;0,000305313122177187;8;318;0,952095808383233
0;5;"stable_low";0;0;0;0,000168734941051453;9;336;0,941176470588235
0;5;"stable_low";0;0;0;5,84776899521176e-05;10;350;0,953678474114441
0;5;"stable_low";7;0;7;0,0856878888677079;11;45,375;0,95778364116095
0;5;"stable_low";0;0;0;0,000287802481656474;12;48,375;0,974554707379135
0;5;"stable_low";0,125;0;0,125;0,00709277662846236;13;45,2222222222222;0,987212276214834
0;5;"stable_low";0;0;0;0,000233643368872953;14;47,4444444444444;0,994858611825193
0;5;"stable_low";0;0;0;0,000296612555784736;15;49,4444444444444;0,992268041237113
0;5;"stable_low";0;0;0;0,000243068652878591;16;51,5555555555556;0,994832041343669
0;5;"stable_low";0;0;0;0,000152684225755078;17;56,4444444444444;0,9923273657289
0;5;"stable_low";0;0;0;0,00036860257945134;18;65;0,992248062015504
0;5;"stable_low";0;0;0;0,000262974021815002;19;77;0,987179487179487
0;5;"stable_low";0;0;0;0,000343099937210371;20;88,1111111111111;0,992248062015504
0;5;"stable_low";0;0;0;0,00042646444008427;21;95,1111111111111;0,997429305912596
0;5;"stable_low";0,111111111111111;0;0,111111111111111;0,000263717448867525;22;90,8;0,997389033942559
0;5;"stable_low";0;0;0;0,000338287226644966;23;96;0,99737532808399
0;5;"stable_low";0,1;0;0,1;0,000362558344627553;24;90,0909090909091;0,992125984251969
0;5;"stable_low";0,0909090909090909;0;0,0909090909090909;0,00030651804722869;25;83,5833333333333;1
0;5;"stable_low";0;0;0;0,00037113381543844;26;84,4166666666667;0,997319034852547
0;5;"stable_low";0,166666666666667;0;0,166666666666667;0,000241436680752802;27;72,3571428571429;0,989304812834225
0;5;"stable_low";0;0;0;0,000530147743163115;28;71,8571428571429;1
0;5;"stable_low";0;0;0;0,000312416579213007;29;70,7857142857143;0,997237569060773
0;5;"stable_low";0;0;0;0,000367659267207949;30;70,1428571428571;0,997191011235955
0;5;"stable_low";0;0;0;0,000361532195507631;31;71,4285714285714;1
0;5;"stable_low";0;0;0;0,000285499652648848;32;73,5714285714286;0,994350282485876
0;5;"stable_low";0;0,142857142857143;-0,142857142857143;0,000490431018370948;33;59,1666666666667;0,800613496932515
0;5;"stable_low";0;0;0;0,000295971639861263;34;64,25;0,871165644171779
0;5;"stable_low";0;0;0;0,000358750843339154;35;71,25;0,938650306748466
0;5;"stable_low";0;0;0;0,000245177621630578;36;76,1666666666667;0,969040247678019
0;5;"stable_low";0;0;0;0,000294233912006572;37;82,3333333333333;0,975155279503106
0;5;"stable_low";0;0;0;0,000578342774324888;38;88,0833333333333;0,971608832807571
0;5;"stable_low";0;0;0;0,000234519238650604;39;93,75;0,965732087227414
0;5;"stable_low";0;0;0;0,000254602179899597;40;99,1666666666667;0,965625
0;5;"stable_low";0;0;0;0,000322977436211777;41;101,666666666667;0,965079365079365
0;5;"stable_low";0;0;0;0,000187020061260759;42;104,916666666667;0,965408805031447
0;5;"stable_low";0,833333333333333;0;0,833333333333333;0,000522369601184532;43;59,4090909090909;0,966360856269113
0;5;"stable_low";0;0;0;0,00046336432118847;44;59,8636363636364;0,966463414634146
0;5;"stable_low";0,0454545454545455;0;0,0454545454545455;0,000433249213735294;45;56,5652173913044;0,962732919254658
0;5;"stable_low";0;0;0;0,000433785292161092;46;56,7391304347826;0,962616822429907
0;5;"stable_low";0;0;0;0,000335814115393516;47;56,0434782608696;0,961783439490446
0;5;"stable_low";0;0;0;0,000324006218131535;48;55,9130434782609;0,964516129032258
