"plasticity";"replications";"speciation";"extinction";"diversif";"traitevolution";"timesimulation"
0;7;0;0;0;0;1
0;7;0;0;0;0,00289985043952675;2
0;7;0;0;0;0,00843292190777155;3
0;7;0;0;0;0,00663474365373825;4
0;7;0;0;0;0,000580774691665806;5
0;7;0;0;0;0,000288630140555007;6
0;7;0;0;0;0,00136133979291829;7
0;7;0;0;0;0,000888651958006927;8
0;7;0;0;0;0,000920998227519103;9
0;7;0;0;0;0,00136885564063724;10
0;7;1;0;1;0,00486322227625927;11
0;7;0,5;0;0,5;0,000659948932150398;12
0;7;0;0,333333333333333;-0,333333333333333;0,000234315108685905;13
0;7;0;0;0;0,000571042733713286;14
0;7;0;0;0;0,000628122740546313;15
0;7;0;0;0;0,00067983040439128;16
0;7;0;0;0;0,000153260004126251;17
0;7;0;0;0;0,000736780401961366;18
0;7;0;0;0;9,58207615165833e-05;19
0;7;0;0;0;0,000335199578914748;20
0;7;0;0;0;0,000374581022283044;21
0;7;0;0;0;0,000861366200815099;22
0;7;0;0;0;0,00053947178657779;23
0;7;0,5;0;0,5;0,000459798757651872;24
0;7;0,333333333333333;0;0,333333333333333;0,000479172722948739;25
0;7;0;0;0;0,000385659207359679;26
0;7;0;0;0;0,000307262159113243;27
0;7;0;0;0;0,000358868463151558;28
0;7;0,25;0;0,25;0,000346339216248128;29
0;7;0;0;0;0,000775914070853775;30
0;7;0;0;0;0,000705606328379885;31
0;7;0;0;0;0,000379272956683514;32
0;7;0,2;0;0,2;0,000391154463625285;33
0;7;0;0;0;0,000464469625567395;34
0;7;0;0;0;0,000778077192782825;35
0;7;0,166666666666667;0;0,166666666666667;0,000575228740789387;36
0;7;0;0;0;0,000556003142025126;37
0;7;0;0;0;0,000306888443921345;38
0;7;0;0;0;0,000596827149143777;39
0;7;0;0,142857142857143;-0,142857142857143;0,000393870382288248;40
0;7;0;0;0;0,00031799075947745;41
0;7;0,166666666666667;0;0,166666666666667;0,000285197355218661;42
0;7;0,142857142857143;0;0,142857142857143;0,000530850120443125;43
0;7;0,125;0;0,125;0,000460293838245129;44
0;7;0;0;0;0,000307754301642262;45
0;7;0,333333333333333;0;0,333333333333333;0,000372483990805929;46
0;7;0,25;0;0,25;0,000707298868590718;47
0;7;0;0;0;0,0004556545043758;48
0;7;0;0;0;0,000315954136513956;49
0;7;0,0666666666666667;0;0,0666666666666667;0,000516178600728918;50
0;7;0;0;0;0,000492585961778432;51
0;7;0;0;0;0,000344358380365859;52
0;7;0,125;0;0,125;0,000554150913990243;53
0;7;0,111111111111111;0;0,111111111111111;0,000519574019002052;54
0;7;0,05;0,1;-0,05;0,000895863379726772;55
0;7;0;0;0;0,00063609896270962;56
0;7;0;0,105263157894737;-0,105263157894737;0,000604943514168917;57
0;7;0,117647058823529;0;0,117647058823529;0,000730955195284036;58
0;7;0,105263157894737;0,0526315789473684;0,0526315789473684;0,000617429076081466;59
0;7;0,15;0,05;0,1;0,000731690591645576;60
0;7;0;0;0;0,000466524384683031;61
0;7;0;0,0909090909090909;-0,0909090909090909;0,000505999941676646;62
0;7;0;0,05;-0,05;0,000589943769799079;63
0;7;0;0;0;0,000539286239867051;64
0;7;0,0526315789473684;0;0,0526315789473684;0,000408859275123665;65
0;7;0,05;0;0,05;0,000728585193137033;66
0;7;0,0476190476190476;0;0,0476190476190476;0,000594447310584046;67
0;7;0,0909090909090909;0,0454545454545455;0,0454545454545455;0,000636992470920021;68
0;7;0;0,0434782608695652;-0,0434782608695652;0,000833768396853413;69
0;7;0,0454545454545455;0,0454545454545455;0;0,000579837731491427;70
0;7;0,0454545454545455;0;0,0454545454545455;0,000521719220096624;71
0;7;0;0;0;0,00055642519978729;72
0;7;0,0434782608695652;0;0,0434782608695652;0,000637524238293396;73
0;7;0,0416666666666667;0;0,0416666666666667;0,00045803033193553;74
0;7;0,12;0,08;0,04;0,000621109633304667;75
0;7;0,0384615384615385;0,0769230769230769;-0,0384615384615385;0,000873140412785752;76
0;7;0,08;0;0,08;0,000690164503427437;77
0;7;0,037037037037037;0,037037037037037;0;0,000753689149113429;78
0;7;0;0,037037037037037;-0,037037037037037;0,000478315635871177;79
0;7;0;0,0769230769230769;-0,0769230769230769;0,000709689002569287;80
0;7;0;0;0;0,000494715753793349;81
