"plasticity";"replications";"speciation";"extinction";"diversif";"traitevolution";"timesimulation"
0;8;0;0;0;0;1
0;8;0;0;0;0,00496213874746789;2
0;8;0;0;0;0,00322677446543045;3
0;8;0;0;0;0,00407406243795667;4
0;8;0;0;0;0,00585285001556806;5
0;8;0;0;0;0,000830170400983278;6
0;8;0;0;0;0,00343129613595363;7
0;8;0;0;0;0,00271506957184836;8
0;8;0;0;0;0,00024090613417489;9
0;8;0;0;0;0,00538048743896988;10
0;8;1;0;1;0,00266295888476561;11
0;8;0,5;0;0,5;0,00121491467942799;12
0;8;0;0,333333333333333;-0,333333333333333;0,00041174856090395;13
0;8;0;0;0;0,000785649173159058;14
0;8;0;0;0;0,000170515942299543;15
0;8;0;0;0;0,00161988258965095;16
0;8;0;0;0;0,000429421353685734;17
0;8;0,5;0;0,5;0,000432144704506693;18
0;8;0;0;0;0,000264157012847465;19
0;8;0;0;0;0,000708736965255721;20
0;8;0;0;0;0,000328475142859077;21
0;8;0;0;0;0,000185782461102154;22
0;8;0;0;0;0,000485734048505942;23
0;8;0;0;0;0,00049005144438066;24
0;8;0;0;0;0,000697565457493336;25
0;8;0;0;0;0,000652858092836782;26
0;8;0,333333333333333;0;0,333333333333333;0,000872915026614557;27
0;8;0;0;0;0,000778095062615641;28
0;8;0;0;0;0,00057513032543507;29
0;8;0;0;0;0,000350878518929412;30
0;8;0,25;0;0,25;0,000978233637574308;31
0;8;0;0;0;0,000776248331005458;32
0;8;0;0,2;-0,2;0,000222518412122775;33
0;8;0;0;0;0,000123594413543411;34
0;8;0;0;0;0,000285201725678144;35
0;8;0;0;0;0,000544747047536237;36
0;8;0,25;0;0,25;0,000683852330095415;37
0;8;0;0;0;0,000386665223395556;38
0;8;0;0;0;0,000407594596850788;39
0;8;0,2;0;0,2;0,000864704763041084;40
0;8;0;0;0;0,000727668062627928;41
0;8;0;0;0;0,000423188720912808;42
0;8;0,166666666666667;0;0,166666666666667;0,000390566148892276;43
0;8;0,142857142857143;0;0,142857142857143;0,00058214814319801;44
0;8;0;0;0;0,000573793442015001;45
0;8;0;0;0;0,000479929535385651;46
0;8;0;0;0;0,000539971899736646;47
0;8;0;0;0;0,000607812423995296;48
0;8;0;0;0;0,000743537757413266;49
0;8;0,25;0;0,25;0,000706290237573642;50
0;8;0;0,1;-0,1;0,000495281910694577;51
0;8;0,111111111111111;0;0,111111111111111;0,000515712744360565;52
0;8;0;0;0;0,000674146276998737;53
0;8;0,2;0;0,2;0,000670268140617337;54
0;8;0;0;0;0,000383244504476743;55
0;8;0;0;0;0,000578092038618655;56
0;8;0,0833333333333333;0;0,0833333333333333;0,000489980320870479;57
0;8;0;0;0;0,000609518707490655;58
0;8;0,0769230769230769;0;0,0769230769230769;0,000656031846220938;59
0;8;0,0714285714285714;0;0,0714285714285714;0,000639448305773231;60
0;8;0;0;0;0,000709536572001998;61
0;8;0,0666666666666667;0;0,0666666666666667;0,000624608856477531;62
0;8;0;0;0;0,000643982223786968;63
0;8;0,0625;0;0,0625;0,000455769248030534;64
0;8;0,0588235294117647;0;0,0588235294117647;0,000378724222351289;65
0;8;0;0,0555555555555556;-0,0555555555555556;0,000497337711025033;66
0;8;0;0;0;0,000464186853453656;67
0;8;0,0588235294117647;0;0,0588235294117647;0,000563975332089765;68
0;8;0;0;0;0,000358163893802486;69
0;8;0,0555555555555556;0;0,0555555555555556;0,000518271967840154;70
0;8;0,105263157894737;0;0,105263157894737;0,000456777168883207;71
0;8;0;0,0952380952380952;-0,0952380952380952;0,000455390106173628;72
0;8;0;0;0;0,000511347553177944;73
0;8;0,105263157894737;0;0,105263157894737;0,000501353843291025;74
0;8;0;0,0476190476190476;-0,0476190476190476;0,000462639745405916;75
0;8;0;0;0;0,000525692014349132;76
0;8;0,05;0;0,05;0,000299353050657293;77
0;8;0;0;0;0,000282252341079556;78
0;8;0,0952380952380952;0;0,0952380952380952;0,000482000738971853;79
0;8;0,0869565217391304;0;0,0869565217391304;0,000448378596474552;80
0;8;0,12;0;0,12;0,000309078885556584;81
0;8;0,0357142857142857;0,0357142857142857;0;0,000370230700007602;82
0;8;0,0357142857142857;0;0,0357142857142857;0,000542355669334802;83
0;8;0,0689655172413793;0;0,0689655172413793;0,000479124475990156;84
0;8;0,0967741935483871;0;0,0967741935483871;0,000611406077120937;85
0;8;0,0294117647058824;0,0294117647058824;0;0,000741938323488457;86
0;8;0,0294117647058824;0;0,0294117647058824;0,000430321918646087;87
0;8;0,0571428571428571;0;0,0571428571428571;0,000385152325789083;88
0;8;0,027027027027027;0;0,027027027027027;0,000422901573993282;89
0;8;0,210526315789474;0,0263157894736842;0,184210526315789;0,000621246935669933;90
0;8;0,0888888888888889;0;0,0888888888888889;0,000515866118505539;91
0;8;0,0816326530612245;0,0204081632653061;0,0612244897959184;0,000505954021474528;92
0;8;0,0961538461538462;0,0192307692307692;0,0769230769230769;0,000599607729561117;93
0;8;0,0357142857142857;0;0,0357142857142857;0,000666687702421726;94
0;8;0,0689655172413793;0,0344827586206897;0,0344827586206897;0,000537232942484445;95
0;8;0;0;0;0,000568742205838143;96
0;8;0,0333333333333333;0;0,0333333333333333;0,000557473122324546;97
0;8;0,0645161290322581;0;0,0645161290322581;0,000475155853369463;98
0;8;0,106060606060606;0;0,106060606060606;0,000652977757320551;99
0;8;0,0684931506849315;0;0,0684931506849315;0,000638072267253229;100
0;8;0;0;0;0,000516831382566931;101
0;8;0;0,0128205128205128;-0,0128205128205128;0,000392706387001547;102
0;8;0,012987012987013;0;0,012987012987013;0,000490029236838864;103
0;8;0,0128205128205128;0,0128205128205128;0;0,000377787584494128;104
0;8;0;0;0;0,00043968026810552;105
0;8;0,0256410256410256;0;0,0256410256410256;0,000453816843215774;106
0;8;0,0375;0;0,0375;0,000417666427721142;107
0;8;0,072289156626506;0;0,072289156626506;0,000480875673202689;108
0;8;0,0674157303370786;0,0112359550561798;0,0561797752808989;0,000438657772826521;109
0;8;0,106382978723404;0;0,106382978723404;0,000529960020427832;110
0;8;0,0576923076923077;0,0192307692307692;0,0384615384615385;0,000649893593917614;111
0;8;0,0277777777777778;0;0,0277777777777778;0,000549854995401064;112
0;8;0,036036036036036;0;0,036036036036036;0,000599801949937943;113
0;8;0,0695652173913043;0,0347826086956522;0,0347826086956522;0,000697940227067729;114
0;8;0,0588235294117647;0,00840336134453781;0,0504201680672269;0,000494934631839116;115
0;8;0,048;0;0,048;0,000546532608798278;116
0;8;0,0305343511450382;0,0381679389312977;-0,00763358778625954;0,000577375896495134;117
0;8;0,0153846153846154;0,0615384615384615;-0,0461538461538462;0,000631816656590212;118
0;8;0,032258064516129;0,0161290322580645;0,0161290322580645;0,000581771417165594;119
0;8;0,00793650793650794;0,00793650793650794;0;0,000456406704320586;120
0;8;0,0396825396825397;0,0158730158730159;0,0238095238095238;0,000553502976336606;121
0;8;0,0387596899224806;0,0387596899224806;0;0,000564451043783386;122
0;8;0,0465116279069767;0,0155038759689922;0,0310077519379845;0,000482830921437796;123
0;8;0,0601503759398496;0,0300751879699248;0,0300751879699248;0,000575951403171023;124
0;8;0,0948905109489051;0,0145985401459854;0,0802919708029197;0,000630341961770876;125
0;8;0,0675675675675676;0,0135135135135135;0,0540540540540541;0,000621393473710837;126
0;8;0,0705128205128205;0,0384615384615385;0,032051282051282;0,000617255009905695;127
0;8;0,0559006211180124;0,0434782608695652;0,0124223602484472;0,000660446127810302;128
